"","dog","sample","burst.timestamp","sample.timestamp","behaviour","X","Y","Z","index"
"1","kafka",111605,"38:46.0","38:53.1","eat",1692,2399,1745,1
"2","kafka",111606,"38:46.0","38:53.2","eat",1664,2352,1834,1
"3","kafka",111607,"38:46.0","38:53.3","eat",1691,2409,1853,1
"4","kafka",111608,"38:46.0","38:53.4","eat",1708,2309,1752,1
"5","kafka",111609,"38:46.0","38:53.5","eat",1694,2298,1747,1
"6","kafka",111610,"38:46.0","38:53.6","eat",1727,2318,1795,1
"7","kafka",111611,"38:46.0","38:53.7","eat",1711,2337,1770,1
"8","kafka",111612,"38:46.0","38:53.8","eat",1676,2323,1737,1
"9","kafka",111613,"38:46.0","38:53.9","eat",1765,2349,1769,1
"10","kafka",111614,"38:46.0","38:54.0","eat",1639,2302,1765,1
"11","kafka",111615,"38:46.0","38:54.1","eat",1756,2356,1717,1
"12","kafka",111616,"38:46.0","38:54.2","eat",1690,2343,1824,1
"13","kafka",111617,"38:46.0","38:54.3","eat",1786,2351,1786,1
"14","kafka",111618,"38:46.0","38:54.4","eat",1769,2314,1743,1
"15","kafka",111619,"38:46.0","38:54.5","eat",1750,2410,1696,1
"16","kafka",111620,"38:46.0","38:54.6","eat",1793,2328,1758,1
"17","kafka",111621,"38:46.0","38:54.7","eat",1697,2310,1788,1
"18","kafka",111622,"38:46.0","38:54.8","eat",1766,2329,1723,1
"19","kafka",111623,"38:46.0","38:54.9","eat",1753,2320,1773,1
"20","kafka",111624,"38:46.0","38:55.0","eat",1740,2339,1761,1
"21","simba",86663,"51:04.0","51:19.0","eat",2084,2120,1638,2
"22","simba",86664,"51:04.0","51:19.1","eat",2231,2089,1585,2
"23","simba",86665,"51:04.0","51:19.2","eat",2347,2240,1550,2
"24","simba",86666,"51:04.0","51:19.3","eat",2236,2104,1607,2
"25","simba",86667,"51:04.0","51:19.4","eat",2306,2147,1639,2
"26","simba",86668,"51:04.0","51:19.5","eat",2167,2159,1559,2
"27","simba",86669,"51:04.0","51:19.6","eat",2216,2128,1627,2
"28","simba",86670,"51:04.0","51:19.7","eat",2246,2134,1575,2
"29","simba",86671,"51:04.0","51:19.8","eat",2057,2451,1510,2
"30","simba",86672,"51:04.0","51:19.9","eat",2266,2071,1619,2
"31","simba",86673,"51:04.0","51:20.0","eat",2195,2031,1657,2
"32","simba",86674,"51:04.0","51:20.1","eat",2430,2145,1663,2
"33","simba",86675,"51:04.0","51:20.2","eat",2214,2029,1663,2
"34","simba",86676,"51:04.0","51:20.3","eat",2232,2026,1670,2
"35","simba",86677,"51:04.0","51:20.4","eat",2140,2397,1559,2
"36","simba",86678,"51:04.0","51:20.5","eat",2181,2105,1624,2
"37","simba",86679,"51:04.0","51:20.6","eat",2233,2097,1652,2
"38","simba",86680,"51:04.0","51:20.7","eat",2410,2198,1663,2
"39","simba",86681,"51:04.0","51:20.8","eat",2198,2103,1587,2
"40","simba",86682,"51:04.0","51:20.9","eat",2293,2143,1647,2
"41","simba",86683,"51:04.0","51:21.0","eat",2233,2133,1576,3
"42","simba",86684,"51:04.0","51:21.1","eat",2221,2136,1617,3
"43","simba",86685,"51:04.0","51:21.2","eat",2250,2132,1582,3
"44","simba",86686,"51:04.0","51:21.3","eat",2026,2339,1557,3
"45","simba",86687,"51:04.0","51:21.4","eat",2186,2024,1677,3
"46","simba",86688,"51:04.0","51:21.5","eat",2430,2112,1449,3
"47","simba",86689,"51:04.0","51:21.6","eat",2273,2083,1587,3
"48","simba",86690,"51:04.0","51:21.7","eat",2375,2139,1724,3
"49","simba",86691,"51:04.0","51:21.8","eat",2177,2138,1560,3
"50","simba",86692,"51:04.0","51:21.9","eat",2066,2203,1585,3
"51","simba",86693,"51:04.0","51:22.0","eat",2144,2110,1596,3
"52","simba",86694,"51:25.0","51:25.0","eat",2161,2118,1591,3
"53","simba",86695,"51:25.0","51:25.1","eat",2259,2087,1632,3
"54","simba",86696,"51:25.0","51:25.2","eat",2240,2305,1477,3
"55","simba",86697,"51:25.0","51:25.3","eat",2142,2094,1614,3
"56","simba",86698,"51:25.0","51:25.4","eat",2240,2089,1671,3
"57","simba",86699,"51:25.0","51:25.5","eat",2373,2255,1588,3
"58","simba",86700,"51:25.0","51:25.6","eat",2287,2103,1603,3
"59","simba",86701,"51:25.0","51:25.7","eat",2318,2129,1649,3
"60","simba",86702,"51:25.0","51:25.8","eat",2167,2124,1552,3
"61","simba",86703,"51:25.0","51:25.9","eat",2210,2221,1623,4
"62","simba",86704,"51:25.0","51:26.0","eat",2227,2136,1601,4
"63","simba",86705,"51:25.0","51:26.1","eat",2204,2215,1539,4
"64","simba",86706,"51:25.0","51:26.2","eat",2196,2083,1584,4
"65","simba",86707,"51:25.0","51:26.3","eat",2212,2216,1609,4
"66","simba",86708,"51:25.0","51:26.4","eat",2205,2122,1635,4
"67","simba",86709,"51:25.0","51:26.5","eat",2441,2110,1573,4
"68","simba",86710,"51:25.0","51:26.6","eat",2341,2130,1615,4
"69","simba",86711,"51:25.0","51:26.7","eat",2321,2082,1488,4
"70","simba",86712,"51:25.0","51:26.8","eat",2369,2094,1672,4
"71","simba",86713,"51:25.0","51:26.9","eat",2250,2091,1609,4
"72","simba",86714,"51:25.0","51:27.0","eat",2252,2118,1593,4
"73","simba",86715,"51:25.0","51:27.1","eat",2291,2195,1668,4
"74","simba",86716,"51:25.0","51:27.2","eat",2383,2121,1557,4
"75","simba",86717,"51:25.0","51:27.3","eat",2291,2148,1502,4
"76","simba",86718,"51:25.0","51:27.4","eat",2395,2150,1624,4
"77","simba",86719,"51:25.0","51:27.5","eat",2374,2102,1595,4
"78","simba",86720,"51:25.0","51:27.6","eat",2355,2061,1574,4
"79","simba",86721,"51:25.0","51:27.7","eat",2316,2094,1640,4
"80","simba",86722,"51:25.0","51:27.8","eat",2381,2199,1584,4
"81","simba",86723,"51:25.0","51:27.9","eat",2071,2104,1693,5
"82","simba",86724,"51:25.0","51:28.0","eat",2257,2150,1652,5
"83","simba",86725,"51:25.0","51:28.1","eat",2359,2085,1590,5
"84","simba",86726,"51:25.0","51:28.2","eat",2238,2171,1509,5
"85","simba",86727,"51:25.0","51:28.3","eat",2411,2155,1606,5
"86","simba",86728,"51:25.0","51:28.4","eat",2331,2083,1588,5
"87","simba",86729,"51:25.0","51:28.5","eat",2355,2048,1567,5
"88","simba",86730,"51:25.0","51:28.6","eat",2327,2126,1678,5
"89","simba",86731,"51:25.0","51:28.7","eat",2289,2097,1595,5
"90","simba",86732,"51:25.0","51:28.8","eat",2107,2125,1632,5
"91","simba",86733,"51:25.0","51:28.9","eat",2223,2098,1636,5
"92","simba",86734,"51:25.0","51:29.0","eat",2325,2177,1553,5
"93","simba",86735,"51:25.0","51:29.1","eat",2241,2123,1546,5
"94","simba",86736,"51:25.0","51:29.2","eat",2390,2204,1639,5
"95","simba",86737,"51:25.0","51:29.3","eat",2394,2112,1595,5
"96","simba",86738,"51:25.0","51:29.4","eat",2243,2103,1502,5
"97","simba",86739,"51:25.0","51:29.5","eat",2383,2154,1714,5
"98","simba",86740,"51:25.0","51:29.6","eat",2305,2142,1622,5
"99","simba",86741,"51:25.0","51:29.7","eat",2343,2108,1504,5
"100","simba",86742,"51:25.0","51:29.8","eat",2293,2109,1643,5
"101","simba",86743,"51:25.0","51:29.9","eat",2208,2136,1676,6
"102","simba",86744,"51:25.0","51:30.0","eat",2225,2124,1640,6
"103","simba",86745,"51:25.0","51:30.1","eat",2434,2203,1542,6
"104","simba",86746,"51:25.0","51:30.2","eat",2278,2143,1641,6
"105","simba",86747,"51:25.0","51:30.3","eat",2181,2111,1565,6
"106","simba",86748,"51:25.0","51:30.4","eat",2407,2243,1688,6
"107","simba",86749,"51:25.0","51:30.5","eat",2305,2110,1628,6
"108","simba",86750,"51:25.0","51:30.6","eat",2372,2139,1545,6
"109","simba",86751,"51:25.0","51:30.7","eat",2200,2178,1556,6
"110","simba",86752,"51:25.0","51:30.8","eat",2212,2136,1623,6
"111","simba",86753,"51:25.0","51:30.9","eat",2213,2152,1595,6
"112","simba",86754,"51:25.0","51:31.0","eat",2335,2068,1573,6
"113","simba",86755,"51:25.0","51:31.1","eat",2361,2150,1733,6
"114","simba",86756,"51:25.0","51:31.2","eat",2268,2200,1611,6
"115","simba",86757,"51:25.0","51:31.3","eat",2285,2101,1660,6
"116","simba",86758,"51:25.0","51:31.4","eat",2417,2185,1592,6
"117","simba",86759,"51:25.0","51:31.5","eat",2218,2170,1638,6
"118","simba",86760,"51:25.0","51:31.6","eat",2233,2106,1591,6
"119","simba",86761,"51:25.0","51:31.7","eat",2376,2160,1676,6
"120","simba",86762,"51:25.0","51:31.8","eat",2354,2146,1634,6
"121","simba",86763,"51:25.0","51:31.9","eat",2217,2142,1520,7
"122","simba",86764,"51:25.0","51:32.0","eat",2340,2162,1614,7
"123","simba",86765,"51:25.0","51:32.1","eat",2184,2119,1698,7
"124","simba",86766,"51:25.0","51:32.2","eat",2314,2101,1628,7
"125","simba",86767,"51:25.0","51:32.3","eat",2238,2216,1627,7
"126","simba",86768,"51:25.0","51:32.4","eat",2140,2217,1622,7
"127","simba",86769,"51:25.0","51:32.5","eat",2216,2128,1585,7
"128","simba",86770,"51:25.0","51:32.6","eat",2233,2252,1517,7
"129","simba",86771,"51:25.0","51:32.7","eat",2190,2206,1684,7
"130","simba",86772,"51:25.0","51:32.8","eat",2203,2047,1655,7
"131","simba",86773,"51:25.0","51:32.9","eat",2406,2254,1616,7
"132","simba",86774,"51:25.0","51:33.0","eat",2321,2134,1645,7
"133","simba",86775,"51:25.0","51:33.1","eat",2366,2137,1595,7
"134","simba",86776,"51:25.0","51:33.2","eat",2282,2107,1599,7
"135","simba",86777,"51:25.0","51:33.3","eat",2252,2203,1602,7
"136","simba",86778,"51:25.0","51:33.4","eat",2308,2162,1596,7
"137","simba",86779,"51:25.0","51:33.5","eat",2184,2194,1630,7
"138","simba",86780,"51:25.0","51:33.6","eat",2236,2140,1639,7
"139","simba",86781,"51:25.0","51:33.7","eat",2232,2097,1529,7
"140","simba",86782,"51:25.0","51:33.8","eat",1979,2211,1643,7
"141","simba",86783,"51:25.0","51:33.9","eat",2153,2190,1658,8
"142","simba",86784,"51:25.0","51:34.0","eat",2309,2085,1641,8
"143","simba",86785,"51:25.0","51:34.1","eat",2288,2248,1421,8
"144","simba",86786,"51:25.0","51:34.3","eat",2323,2232,1696,8
"145","simba",86787,"51:25.0","51:34.4","eat",2411,2138,1560,8
"146","simba",86788,"51:25.0","51:34.5","eat",2232,2047,1597,8
"147","simba",86789,"51:25.0","51:34.6","eat",2363,2156,1670,8
"148","simba",86790,"51:25.0","51:34.7","eat",2293,2131,1585,8
"149","simba",86791,"51:25.0","51:34.8","eat",2311,2077,1606,8
"150","simba",86792,"51:25.0","51:34.9","eat",2399,2081,1739,8
"151","simba",86793,"51:25.0","51:35.0","eat",2370,2180,1628,8
"152","simba",86794,"51:25.0","51:35.1","eat",2241,2081,1587,8
"153","simba",86795,"51:25.0","51:35.2","eat",2394,2124,1677,8
"154","simba",86796,"51:25.0","51:35.3","eat",2309,2107,1619,8
"155","simba",86797,"51:25.0","51:35.4","eat",2256,2124,1590,8
"156","simba",86798,"51:25.0","51:35.5","eat",2362,2177,1637,8
"157","simba",86799,"51:25.0","51:35.6","eat",2226,2207,1606,8
"158","simba",86800,"51:25.0","51:35.7","eat",2285,2126,1690,8
"159","simba",86801,"51:25.0","51:35.8","eat",2320,2225,1469,8
"160","simba",86802,"51:25.0","51:35.9","eat",2243,2230,1701,8
"161","simba",86803,"51:25.0","51:36.0","eat",2257,1996,1712,9
"162","simba",86804,"51:25.0","51:36.1","eat",2472,2219,1691,9
"163","simba",86805,"51:25.0","51:36.2","eat",2374,2104,1642,9
"164","simba",86806,"51:25.0","51:36.3","eat",2396,2151,1590,9
"165","simba",86807,"51:25.0","51:36.4","eat",2248,2127,1592,9
"166","simba",86808,"51:25.0","51:36.5","eat",2279,2175,1622,9
"167","simba",86809,"51:25.0","51:36.6","eat",2331,2179,1583,9
"168","simba",86810,"51:25.0","51:36.7","eat",2208,2184,1624,9
"169","simba",86811,"51:25.0","51:36.8","eat",2285,2162,1640,9
"170","simba",86812,"51:25.0","51:36.9","eat",2324,2071,1564,9
"171","simba",86813,"51:25.0","51:37.0","eat",2144,2219,1568,9
"172","simba",86814,"51:25.0","51:37.1","eat",2270,2145,1753,9
"173","simba",86815,"51:25.0","51:37.2","eat",2365,2151,1515,9
"174","simba",86816,"51:25.0","51:37.3","eat",2305,2116,1560,9
"175","simba",86817,"51:25.0","51:37.4","eat",2333,2174,1643,9
"176","simba",86818,"51:25.0","51:37.5","eat",2281,2147,1581,9
"177","simba",86819,"51:25.0","51:37.6","eat",2272,2079,1632,9
"178","simba",86820,"51:25.0","51:37.7","eat",2299,2088,1623,9
"179","simba",86821,"51:25.0","51:37.8","eat",2390,2293,1605,9
"180","simba",86822,"51:25.0","51:37.9","eat",2251,2132,1554,9
"181","simba",86823,"51:25.0","51:38.0","eat",2213,2059,1813,10
"182","simba",86824,"51:25.0","51:38.1","eat",2294,2194,1570,10
"183","simba",86825,"51:25.0","51:38.2","eat",2387,2054,1614,10
"184","simba",86826,"51:25.0","51:38.3","eat",2359,2027,1664,10
"185","simba",86827,"51:25.0","51:38.4","eat",2182,2163,1582,10
"186","simba",86828,"51:25.0","51:38.5","eat",2335,2178,1618,10
"187","simba",86829,"51:25.0","51:38.6","eat",2259,2132,1544,10
"188","simba",86830,"51:25.0","51:38.7","eat",2332,2081,1563,10
"189","simba",86831,"51:25.0","51:38.8","eat",2232,2207,1541,10
"190","simba",86832,"51:25.0","51:38.9","eat",2335,2017,1570,10
"191","simba",86833,"51:25.0","51:39.0","eat",2181,2174,1540,10
"192","simba",86834,"51:25.0","51:39.1","eat",2148,2127,1530,10
"193","simba",86835,"51:25.0","51:39.2","eat",2070,2346,1556,10
"194","simba",86836,"51:25.0","51:39.3","eat",2093,2152,1550,10
"195","simba",86837,"51:25.0","51:39.4","eat",2087,2139,1579,10
"196","simba",86838,"51:25.0","51:39.5","eat",1909,2168,1643,10
"197","simba",86839,"51:25.0","51:39.6","eat",1875,2102,1619,10
"198","simba",86840,"51:25.0","51:39.7","eat",1890,2144,1633,10
"199","simba",86841,"51:25.0","51:39.8","eat",1838,2254,1696,10
"200","simba",86842,"51:25.0","51:39.9","eat",1613,2136,1776,10
"201","woody",95643,"08:13.0","08:26.0","eat",1760,2185,1664,11
"202","woody",95644,"08:13.0","08:26.1","eat",1810,2160,1687,11
"203","woody",95645,"08:13.0","08:26.2","eat",1757,2117,1602,11
"204","woody",95646,"08:13.0","08:26.3","eat",1677,2193,1754,11
"205","woody",95647,"08:13.0","08:26.4","eat",1825,2184,1643,11
"206","woody",95648,"08:13.0","08:26.5","eat",1787,2141,1663,11
"207","woody",95649,"08:13.0","08:26.6","eat",1835,2149,1429,11
"208","woody",95650,"08:13.0","08:26.7","eat",1731,2202,1621,11
"209","woody",95651,"08:13.0","08:26.8","eat",1677,2178,1700,11
"210","woody",95652,"08:13.0","08:26.9","eat",1731,2199,1580,11
"211","woody",95653,"08:13.0","08:27.0","eat",1615,2052,1692,11
"212","woody",95654,"08:13.0","08:27.1","eat",1753,2148,1665,11
"213","woody",95655,"08:13.0","08:27.2","eat",1808,2149,1629,11
"214","woody",95656,"08:13.0","08:27.3","eat",1751,2081,1513,11
"215","woody",95657,"08:13.0","08:27.4","eat",1789,2185,1576,11
"216","woody",95658,"08:13.0","08:27.5","eat",1776,2123,1639,11
"217","woody",95659,"08:13.0","08:27.6","eat",1769,2186,1593,11
"218","woody",95660,"08:13.0","08:27.7","eat",1655,2143,1673,11
"219","woody",95661,"08:13.0","08:27.8","eat",1810,2179,1622,11
"220","woody",95662,"08:13.0","08:27.9","eat",1811,2192,1625,11
"221","woody",95663,"08:13.0","08:28.0","eat",1842,2104,1447,12
"222","woody",95664,"08:13.0","08:28.1","eat",1774,2162,1640,12
"223","woody",95665,"08:13.0","08:28.2","eat",1773,2123,1635,12
"224","woody",95666,"08:13.0","08:28.3","eat",1791,2177,1607,12
"225","woody",95667,"08:13.0","08:28.4","eat",1788,2178,1664,12
"226","woody",95668,"08:13.0","08:28.5","eat",1827,2162,1659,12
"227","woody",95669,"08:13.0","08:28.6","eat",1780,2097,1649,12
"228","woody",95670,"08:13.0","08:28.7","eat",1811,2198,1620,12
"229","woody",95671,"08:13.0","08:28.8","eat",1754,2168,1659,12
"230","woody",95672,"08:13.0","08:28.9","eat",1844,2148,1602,12
"231","woody",95673,"08:13.0","08:29.0","eat",1847,2147,1591,12
"232","woody",95674,"08:13.0","08:29.1","eat",1721,2165,1623,12
"233","woody",95675,"08:13.0","08:29.2","eat",1855,2157,1595,12
"234","woody",95676,"08:13.0","08:29.3","eat",1809,2217,1660,12
"235","woody",95677,"08:13.0","08:29.4","eat",1821,2110,1666,12
"236","woody",95678,"08:13.0","08:29.5","eat",1817,2141,1576,12
"237","woody",95679,"08:13.0","08:29.6","eat",1750,2047,1593,12
"238","woody",95680,"08:13.0","08:29.7","eat",1803,2134,1690,12
"239","woody",95681,"08:13.0","08:29.8","eat",1871,2094,1655,12
"240","woody",95682,"08:13.0","08:29.9","eat",1871,2201,1568,12
"241","woody",95683,"08:13.0","08:30.0","eat",1742,2145,1643,13
"242","woody",95684,"08:13.0","08:30.1","eat",1770,2185,1697,13
"243","woody",95685,"08:13.0","08:30.2","eat",1754,2195,1657,13
"244","woody",95686,"08:13.0","08:30.3","eat",1820,2130,1639,13
"245","woody",95687,"08:13.0","08:30.4","eat",1805,2154,1609,13
"246","woody",95688,"08:13.0","08:30.5","eat",1673,2190,1658,13
"247","woody",95689,"08:13.0","08:30.6","eat",1817,2137,1650,13
"248","woody",95690,"08:13.0","08:30.7","eat",1771,2123,1661,13
"249","woody",95691,"08:13.0","08:30.8","eat",1847,2107,1676,13
"250","woody",95692,"08:13.0","08:30.9","eat",1792,2192,1589,13
"251","woody",95693,"08:13.0","08:31.0","eat",1826,2221,1645,13
"252","woody",95694,"08:34.0","08:34.0","eat",1799,2138,1455,13
"253","woody",95695,"08:34.0","08:34.1","eat",1821,2179,1658,13
"254","woody",95696,"08:34.0","08:34.2","eat",1768,2149,1662,13
"255","woody",95697,"08:34.0","08:34.3","eat",1786,2200,1629,13
"256","woody",95698,"08:34.0","08:34.4","eat",1749,2233,1662,13
"257","woody",95699,"08:34.0","08:34.5","eat",1806,2195,1670,13
"258","woody",95700,"08:34.0","08:34.6","eat",1833,2169,1643,13
"259","woody",95701,"08:34.0","08:34.7","eat",1760,2127,1447,13
"260","woody",95702,"08:34.0","08:34.8","eat",1745,2127,1588,13
"261","woody",95703,"08:34.0","08:34.9","eat",1737,2081,1634,14
"262","woody",95704,"08:34.0","08:35.0","eat",1773,2135,1590,14
"263","woody",95705,"08:34.0","08:35.1","eat",1682,2078,1497,14
"264","woody",95706,"08:34.0","08:35.2","eat",1846,2137,1601,14
"265","woody",95707,"08:34.0","08:35.3","eat",1729,2128,1654,14
"266","woody",95708,"08:34.0","08:35.4","eat",1767,2149,1647,14
"267","woody",95709,"08:34.0","08:35.5","eat",1790,2192,1625,14
"268","woody",95710,"08:34.0","08:35.6","eat",1780,2142,1660,14
"269","woody",95711,"08:34.0","08:35.7","eat",1777,2121,1587,14
"270","woody",95712,"08:34.0","08:35.8","eat",1664,2141,1668,14
"271","woody",95713,"08:34.0","08:35.9","eat",1788,2132,1654,14
"272","woody",95714,"08:34.0","08:36.0","eat",1718,2189,1675,14
"273","woody",95715,"08:34.0","08:36.1","eat",1762,2220,1597,14
"274","woody",95716,"08:34.0","08:36.2","eat",1713,2233,1605,14
"275","woody",95717,"08:34.0","08:36.3","eat",1729,2172,1638,14
"276","woody",95718,"08:34.0","08:36.4","eat",1697,2154,1662,14
"277","woody",95719,"08:34.0","08:36.5","eat",1803,2161,1661,14
"278","woody",95720,"08:34.0","08:36.6","eat",1826,2176,1576,14
"279","woody",95721,"08:34.0","08:36.7","eat",1741,2141,1646,14
"280","woody",95722,"08:34.0","08:36.8","eat",1783,2143,1577,14
"281","woody",95723,"08:34.0","08:36.9","eat",1695,2193,1624,15
"282","woody",95724,"08:34.0","08:37.0","eat",1804,2157,1629,15
"283","woody",95725,"08:34.0","08:37.1","eat",1753,2126,1650,15
"284","woody",95726,"08:34.0","08:37.2","eat",1805,2164,1591,15
"285","woody",95727,"08:34.0","08:37.3","eat",1740,2084,1532,15
"286","woody",95728,"08:34.0","08:37.4","eat",1794,2129,1591,15
"287","woody",95729,"08:34.0","08:37.5","eat",1723,2100,1648,15
"288","woody",95730,"08:34.0","08:37.6","eat",1747,2142,1652,15
"289","woody",95731,"08:34.0","08:37.7","eat",1754,2140,1673,15
"290","woody",95732,"08:34.0","08:37.8","eat",1790,2134,1659,15
"291","woody",95733,"08:34.0","08:37.9","eat",1804,2112,1606,15
"292","woody",95734,"08:34.0","08:38.0","eat",1700,2143,1541,15
"293","woody",95735,"08:34.0","08:38.1","eat",1768,2183,1600,15
"294","woody",95736,"08:34.0","08:38.2","eat",1744,2124,1665,15
"295","woody",95737,"08:34.0","08:38.3","eat",1764,2159,1637,15
"296","woody",95738,"08:34.0","08:38.4","eat",1785,2149,1625,15
"297","woody",95739,"08:34.0","08:38.5","eat",1802,2114,1677,15
"298","woody",95740,"08:34.0","08:38.6","eat",1730,2081,1646,15
"299","woody",95741,"08:34.0","08:38.7","eat",1767,2146,1642,15
"300","woody",95742,"08:34.0","08:38.8","eat",1683,2117,1675,15
"301","woody",95743,"08:34.0","08:38.9","eat",1774,2207,1618,16
"302","woody",95744,"08:34.0","08:39.0","eat",1785,2175,1690,16
"303","woody",95745,"08:34.0","08:39.1","eat",1761,2216,1522,16
"304","woody",95746,"08:34.0","08:39.2","eat",1796,2128,1649,16
"305","woody",95747,"08:34.0","08:39.3","eat",1756,2152,1653,16
"306","woody",95748,"08:34.0","08:39.4","eat",1787,2171,1652,16
"307","woody",95749,"08:34.0","08:39.5","eat",1736,2174,1661,16
"308","woody",95750,"08:34.0","08:39.6","eat",1780,2135,1636,16
"309","woody",95751,"08:34.0","08:39.7","eat",1777,2092,1658,16
"310","woody",95752,"08:34.0","08:39.8","eat",1829,2135,1631,16
"311","woody",95753,"08:34.0","08:39.9","eat",1859,2132,1579,16
"312","woody",95754,"08:34.0","08:40.0","eat",1739,2169,1665,16
"313","woody",95755,"08:34.0","08:40.1","eat",1720,2120,1660,16
"314","woody",95756,"08:34.0","08:40.2","eat",1766,2144,1671,16
"315","woody",95757,"08:34.0","08:40.3","eat",1685,2138,1678,16
"316","woody",95758,"08:34.0","08:40.4","eat",1759,2163,1655,16
"317","woody",95759,"08:34.0","08:40.5","eat",1785,2139,1697,16
"318","woody",95760,"08:34.0","08:40.6","eat",1696,2200,1545,16
"319","woody",95761,"08:34.0","08:40.7","eat",1744,2118,1642,16
"320","woody",95762,"08:34.0","08:40.8","eat",1727,2060,1671,16
"321","woody",95763,"08:34.0","08:40.9","eat",1752,2122,1611,17
"322","woody",95764,"08:34.0","08:41.0","eat",1774,2120,1631,17
"323","woody",95765,"08:34.0","08:41.1","eat",1788,2142,1662,17
"324","woody",95766,"08:34.0","08:41.2","eat",1759,2127,1615,17
"325","woody",95767,"08:34.0","08:41.3","eat",1794,2169,1578,17
"326","woody",95768,"08:34.0","08:41.4","eat",1702,2115,1647,17
"327","woody",95769,"08:34.0","08:41.5","eat",1783,2132,1632,17
"328","woody",95770,"08:34.0","08:41.6","eat",1786,2144,1622,17
"329","woody",95771,"08:34.0","08:41.7","eat",1839,2106,1571,17
"330","woody",95772,"08:34.0","08:41.8","eat",1847,2118,1624,17
"331","woody",95773,"08:34.0","08:41.9","eat",1784,2119,1631,17
"332","woody",95774,"08:34.0","08:42.0","eat",1793,2126,1591,17
"333","woody",95775,"08:34.0","08:42.1","eat",1713,2121,1654,17
"334","woody",95776,"08:34.0","08:42.2","eat",1808,2146,1610,17
"335","woody",95777,"08:34.0","08:42.3","eat",1743,2152,1630,17
"336","woody",95778,"08:34.0","08:42.4","eat",1795,2168,1592,17
"337","woody",95779,"08:34.0","08:42.5","eat",1765,2118,1551,17
"338","woody",95780,"08:34.0","08:42.6","eat",1788,2144,1607,17
"339","woody",95781,"08:34.0","08:42.7","eat",1724,2129,1672,17
"340","woody",95782,"08:34.0","08:42.8","eat",1785,2110,1682,17
"341","woody",95783,"08:34.0","08:42.9","eat",1845,2189,1584,18
"342","woody",95784,"08:34.0","08:43.0","eat",1746,2119,1653,18
"343","woody",95785,"08:34.0","08:43.1","eat",1745,2112,1591,18
"344","woody",95786,"08:34.0","08:43.3","eat",1638,2103,1614,18
"345","woody",95787,"08:34.0","08:43.4","eat",1784,2166,1643,18
"346","woody",95788,"08:34.0","08:43.5","eat",1761,2134,1641,18
"347","woody",95789,"08:34.0","08:43.6","eat",1775,2145,1594,18
"348","woody",95790,"08:34.0","08:43.7","eat",1720,2075,1574,18
"349","woody",95791,"08:34.0","08:43.8","eat",1776,2147,1612,18
"350","woody",95792,"08:34.0","08:43.9","eat",1725,2134,1639,18
"351","woody",95793,"08:34.0","08:44.0","eat",1809,2130,1633,18
"352","woody",95794,"08:34.0","08:44.1","eat",1768,2202,1659,18
"353","woody",95795,"08:34.0","08:44.2","eat",1787,2187,1640,18
"354","woody",95796,"08:34.0","08:44.3","eat",1798,2178,1644,18
"355","woody",95797,"08:34.0","08:44.4","eat",1792,2116,1512,18
"356","woody",95798,"08:34.0","08:44.5","eat",1755,2124,1668,18
"357","woody",95799,"08:34.0","08:44.6","eat",1749,2130,1653,18
"358","woody",95800,"08:34.0","08:44.7","eat",1744,2137,1607,18
"359","woody",95801,"08:34.0","08:44.8","eat",1637,2103,1616,18
"360","woody",95802,"08:34.0","08:44.9","eat",1765,2111,1632,18
"361","woody",95803,"08:34.0","08:45.0","eat",1744,2107,1644,19
"362","woody",95804,"08:34.0","08:45.1","eat",1764,2137,1676,19
"363","woody",95805,"08:34.0","08:45.2","eat",1801,2109,1637,19
"364","woody",95806,"08:34.0","08:45.3","eat",1838,2220,1598,19
"365","woody",95807,"08:34.0","08:45.4","eat",1747,2191,1659,19
"366","woody",95808,"08:34.0","08:45.5","eat",1778,2180,1621,19
"367","woody",95809,"08:34.0","08:45.6","eat",1720,2212,1686,19
"368","woody",95810,"08:34.0","08:45.7","eat",1789,2132,1646,19
"369","woody",95811,"08:34.0","08:45.8","eat",1789,2101,1644,19
"370","woody",95812,"08:34.0","08:45.9","eat",1830,2129,1519,19
"371","woody",95813,"08:34.0","08:46.0","eat",1830,2134,1645,19
"372","woody",95814,"08:34.0","08:46.1","eat",1791,2155,1625,19
"373","woody",95815,"08:34.0","08:46.2","eat",1764,2085,1679,19
"374","woody",95816,"08:34.0","08:46.3","eat",1810,2159,1599,19
"375","woody",95817,"08:34.0","08:46.4","eat",1812,2150,1613,19
"376","woody",95818,"08:34.0","08:46.5","eat",1765,2132,1611,19
"377","woody",95819,"08:34.0","08:46.6","eat",1790,2126,1583,19
"378","woody",95820,"08:34.0","08:46.7","eat",1647,2182,1618,19
"379","woody",95821,"08:34.0","08:46.8","eat",1795,2124,1613,19
"380","woody",95822,"08:34.0","08:46.9","eat",1792,2103,1631,19
"381","woody",95823,"08:34.0","08:47.0","eat",1781,2137,1642,20
"382","woody",95824,"08:34.0","08:47.1","eat",1868,2134,1588,20
"383","woody",95825,"08:34.0","08:47.2","eat",1906,2126,1562,20
"384","woody",95826,"08:34.0","08:47.3","eat",1720,2118,1659,20
"385","woody",95827,"08:34.0","08:47.4","eat",1790,2173,1621,20
"386","woody",95828,"08:34.0","08:47.5","eat",1772,2193,1676,20
"387","woody",95829,"08:34.0","08:47.6","eat",1761,2194,1661,20
